lake,mid.depth,wet.weight.processed.g,bosmina,daphnia,zoop.ratio,d15NAIR,d13CVPDB,mgN,mgC,pn,nBeta,pc,cBeta,c.n.ratio,Fuco,Sed_A,Sed_B,Sed_C,Aphan,Sudan,Myxo,Allo,Diato,Lut_Zea,Cantha,Chl_b,Chl_a,Chl_ap,Echine,Pheo_B,Pheo_A,b.car,Diadino,tp,year,diff,weight
Pelican,1,NA,NA,NA,NA,9.868285829,-21.36792119,54.59571065,543.3442143,0.395621092,0.003956211,3.937276915,0.039372769,11.61083125,53.63933723,15.40098612,6.715546273,9.989375081,9.194634573,NA,458.7118196,189.1719595,341.5852113,781.1747276,113.3159638,0,740.237162,222.3817636,195.8141583,258.4821044,237.9077774,328.0122962,98.31894277,NA,2013.077254,1.087800085,0.204865112
Pelican,1.5,NA,NA,NA,NA,10.15591236,-20.2303494,39.6433097,465.832297,0.345324997,0.00345325,4.057772622,0.040577726,13.70902221,41.92096992,19.44234764,10.35761087,37.2717754,9.07888939,NA,205.6485819,93.61517302,276.6635691,591.2523148,89.97217621,43.51996034,559.3275109,11.86302773,246.3310255,450.8523038,318.2655377,277.8690317,29.15326285,NA,2012.017352,1.059902415,0.199611151
Pelican,2,NA,NA,NA,NA,10.19776329,-19.48714459,33.80478273,434.2357912,0.303454064,0.003034541,3.897987354,0.038979874,14.98629431,25.34795086,0,7.781991116,31.30563549,4.802500592,NA,102.4769678,30.6143226,143.3170715,427.8002544,55.8550845,31.83217737,320.3540201,80.3601939,58.10583161,292.6108196,254.1916971,162.7681063,0,NA,2010.961539,1.055812773,0.19884095
Pelican,2.5,NA,NA,NA,NA,9.635283735,-18.95705982,35.03604109,537.1460767,0.27138684,0.002713868,4.160697728,0.041606977,17.88645074,0,0.650717545,15.61722107,13.68814353,6.301691053,NA,92.12320449,43.46178528,150.9283757,605.9934048,56.08292231,30.86991537,434.6607843,67.69501809,56.55424226,309.5582255,272.3024734,193.4711713,17.50765106,NA,2009.886024,1.075514772,0.202551422
Pelican,3,NA,NA,NA,NA,9.898726568,-19.69816252,34.25107874,465.8858327,0.310808337,0.003108083,4.227639135,0.042276391,15.8690906,21.48930397,0,0,33.90959755,20.4761197,NA,69.08898348,59.19817923,195.2601236,1008.800369,70.18583883,57.7104617,577.9123891,101.072023,64.08408854,324.7525864,348.2064956,219.2220671,48.90892521,NA,2008.772572,1.113452229,0.209696174
Pelican,3.5,NA,NA,NA,NA,9.385571009,-20.0151556,34.72404017,435.9345281,0.315960329,0.003159603,3.966647208,0.039666472,14.64663329,16.49125655,30.31355777,118.2645817,66.00765849,10.125397,NA,85.94614854,64.81069676,207.1182797,784.6425546,66.4651337,44.58990046,581.2546108,81.62944558,66.97187292,359.8621728,361.2608118,279.0742256,26.05502364,NA,2007.616567,1.156005131,0.217710151
Pelican,4,NA,NA,NA,NA,9.449261381,-21.24755472,40.07904919,497.507206,0.357848653,0.003578487,4.442028625,0.044420286,14.48200707,16.44526448,14.60600953,61.26480856,68.79456157,10.55552959,NA,56.10320093,60.4834416,183.1994805,780.8653348,86.03174678,40.7602027,412.5074976,21.11258846,142.6417541,406.0849699,402.0698027,275.7557426,31.41796258,NA,2006.415442,1.201124738,0.226207515
Pelican,4.5,NA,NA,NA,NA,9.672587833,-20.51723978,47.5298788,446.5579127,0.350774013,0.00350774,3.295630352,0.032956304,10.96119419,0,57.88744288,267.242334,125.0101419,43.15064307,NA,48.2637186,69.99028087,173.1441063,759.5062862,100.8361778,45.61780422,366.5195492,34.97171076,174.6685397,504.1627218,443.8256541,373.3544767,18.47921263,NA,2005.166631,1.248811051,0.235188266
Pelican,5,NA,NA,NA,NA,9.34622515,-20.37671804,39.71127918,508.2458851,0.327380702,0.003273807,4.189990809,0.041899908,14.93161502,16.04950628,21.94658731,93.13096396,84.19241143,41.75877417,NA,51.00299424,66.91257338,172.1862287,712.2688107,97.61143729,36.56975858,368.3430924,19.57741563,145.7707325,439.4475852,338.8665957,199.0847607,26.74741846,NA,2003.867567,1.299064195,0.244652428
Pelican,5.5,NA,NA,NA,NA,9.519777402,-20.34007998,34.9786762,461.3747622,0.282086098,0.002820861,3.720764211,0.037207642,15.38853423,25.34261241,0,0,18.72050082,4.563260802,NA,20.26347206,39.02072809,115.2755597,357.2609445,44.73763121,7.957258296,258.5297649,60.60260076,50.83698822,281.9703819,252.6258018,171.3613998,26.62588155,NA,2002.511904,1.35566289,0.255311646
Pelican,6,NA,NA,NA,NA,9.217335285,-21.27152846,41.63790085,493.4563719,0.373434088,0.003734341,4.425617686,0.044256177,13.82632383,22.44806614,23.47873011,108.3839621,79.90228768,19.46789339,NA,31.3497916,56.64156925,169.3830042,465.5503039,73.50778815,21.37813583,440.8216959,88.91034717,80.08281702,557.5810862,439.8780796,299.0280249,15.78925456,NA,2001.079619,1.432285344,0.269741933
Pelican,6.5,NA,NA,NA,NA,9.780133229,-20.81580087,43.42099272,535.4805087,0.368286622,0.003682866,4.541819412,0.045418194,14.38767796,33.91283693,0,42.33112539,71.03795307,10.89771239,NA,45.85584132,133.085392,331.0032021,806.6440537,91.30017139,43.06907076,469.0915971,100.1716032,90.64152122,673.0022386,627.1934633,365.6147535,43.87634525,NA,1999.547593,1.532025496,0.288525971
Pelican,7,NA,NA,NA,NA,9.283971437,-20.79540576,48.38683993,661.3655552,0.411103143,0.004111031,5.619078633,0.056190786,15.94634303,49.00627191,7.450057172,21.64200937,54.07870659,8.297514971,NA,87.77132477,105.9777659,410.8017249,670.9118602,136.7605431,75.29942223,549.5889117,137.956246,109.570079,943.7870715,613.2854061,225.0370285,72.12066302,NA,1997.89271,1.654883346,0.311663758
Pelican,7.5,NA,NA,NA,NA,8.977565389,-20.17274865,52.55106227,618.7854505,0.47471601,0.00474716,5.589751134,0.055897511,13.73742657,93.82879219,8.98149122,28.48597783,84.58738705,35.17259021,NA,91.26463398,147.8419157,515.3692994,727.0464061,207.9585685,48.92032143,661.965151,64.07585292,328.0385842,767.6408011,739.5846742,339.8741496,83.21687104,NA,1996.091851,1.800858893,0.339155296
Pelican,8,NA,NA,NA,NA,9.019270002,-21.10945444,50.21783339,665.8032749,0.456525758,0.004565258,6.052757045,0.06052757,15.46802072,94.86924613,0,34.82911815,88.87488022,33.91190564,NA,96.6031668,99.18910866,381.0019722,718.4591275,184.4988331,76.16348986,569.1566344,35.66826591,295.0809821,718.8466992,614.5988485,365.6651525,35.40665218,NA,1994.128095,1.963755949,0.369833657
Pelican,8.5,NA,NA,NA,NA,8.948583793,-21.26154215,61.59539728,832.7862349,0.501183054,0.005011831,6.776128843,0.067761288,15.77364517,46.98781695,7.139778162,12.12037166,70.58530492,40.77505558,NA,83.8858219,115.4981783,420.101751,828.8709261,226.4352953,63.41823697,620.7765678,77.29408892,321.6317192,1129.115316,749.9629942,426.856023,40.69892658,NA,1992.018034,2.110060697,0.397387192
Pelican,9,NA,NA,NA,NA,8.970256085,-20.7311877,53.05037091,760.5357558,0.415104624,0.004151046,5.950984005,0.05950984,16.72545733,62.46558074,0,11.99346858,35.7645741,0,NA,88.21689938,125.1090492,405.5632998,762.4570456,176.4423023,60.83226247,525.6962155,56.41877058,233.4361152,640.4568657,425.2790825,285.0738502,35.50233258,NA,1989.78954,2.228494203,0.419691744
Pelican,9.5,NA,NA,NA,NA,8.959801896,-20.36209356,57.39078539,710.5105511,0.502106609,0.005021066,6.216190298,0.062161903,14.44359004,62.04093195,33.63646258,138.277213,74.99413595,25.88539084,NA,111.5944123,138.7198799,473.2858899,948.5707579,186.9592589,80.18159965,621.922436,55.95889553,244.2839121,982.1211581,685.1423905,305.404235,39.32966842,NA,1987.470492,2.319047968,0.436745712
Pelican,10,NA,NA,NA,NA,9.002632408,-20.47351982,50.41958054,646.394959,0.489035699,0.004890357,6.269592231,0.062695922,14.95703542,84.75258652,24.83599409,4.960545948,56.24585502,19.17444985,NA,111.923675,147.0441845,477.1929751,631.5111794,155.490414,48.46037035,502.3800255,148.8670824,131.0287827,458.35113,459.4216209,270.6923748,35.9208004,NA,1985.08877,2.381721991,0.448549094
Pelican,10.5,NA,NA,NA,NA,8.746746039,-20.07222893,63.71848337,814.7786282,0.472338646,0.004723386,6.039871224,0.060398712,14.91835675,89.15298918,71.47882773,301.9406958,144.1830775,35.13100768,NA,110.4573113,181.183384,560.8491487,939.9482351,177.907732,84.67430712,653.9160691,60.61549989,251.3765074,802.7780486,759.725817,364.0931726,39.02158858,NA,1982.668588,2.420182041,0.455792266
Pelican,11,NA,NA,NA,NA,9.000561758,-19.85174108,58.84012675,841.8817266,0.479154127,0.004791541,6.855714386,0.068557144,16.69261101,157.7987897,0,0,66.53658061,16.21445574,NA,120.3368664,172.9263173,556.6290014,770.2014098,212.7093543,68.45788237,512.7765344,222.1889932,183.2546189,506.0455277,559.7605783,455.8277047,53.79952515,NA,1980.203968,2.464619873,0.464161231
Pelican,11.5,NA,NA,NA,NA,8.706207314,-19.62214968,48.97395197,665.1431183,0.445217745,0.004452177,6.046755621,0.060467556,15.84516408,113.1518568,32.31151258,43.55011511,88.29239605,37.10772975,NA,113.4084855,153.9786132,500.5049919,822.6920088,188.3428273,116.9535747,614.37644,60.35841728,283.8590392,606.5885243,657.0264924,412.2614635,52.6105851,NA,1977.674085,2.529883251,0.476452267
Pelican,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,71.58027632,6.850736163,40.19739456,89.48173263,13.72903913,NA,151.3887699,106.3375316,473.1984191,965.1303731,155.5934548,103.0900597,654.5830231,132.4527096,205.326348,922.9465731,764.1624302,428.3531767,33.80935471,NA,1975.05801,2.616075519,0.492684835
Pelican,12.5,NA,NA,NA,NA,9.3123175,-21.33623437,48.904048,602.3584725,0.475257998,0.00475258,5.853823834,0.058538238,14.3700078,49.06453385,28.17492698,21.11447421,58.21424823,26.79140262,NA,119.943759,138.3398177,469.5258075,878.1673271,119.3000098,110.485084,662.1166339,158.7977353,118.3448581,722.1079842,561.4689718,249.1876446,38.749575,NA,1972.334813,2.723196675,0.512858935
Pelican,13,NA,NA,NA,NA,8.85279994,-21.23839511,53.97406262,752.3204729,0.450158988,0.00450159,6.274566079,0.062745661,16.2616482,80.85812647,3.666563387,33.36572682,93.59212025,6.802801248,NA,126.4149312,108.087506,425.7511769,785.2831235,105.1147323,100.2988847,655.24074,15.30843142,251.434577,857.3572275,731.4408223,419.0956716,34.0021584,NA,1969.46205,2.872763279,0.541026775
Pelican,13.5,NA,NA,NA,NA,8.845354942,-21.22607032,49.82740096,654.1405073,0.45587741,0.004558774,5.984817084,0.059848171,15.31614956,142.7093515,0,0,84.14450018,27.92867206,NA,128.2884928,97.44575101,388.8816503,603.0820491,120.5047784,88.53079949,612.4450277,144.2586283,118.2273589,602.8860191,448.6008491,273.9496695,55.17334548,NA,1966.114278,3.347771885,0.630485024
Pelican,14,NA,NA,NA,NA,9.304403552,-21.07229259,54.52663865,580.973144,0.494348492,0.004943485,5.267208921,0.052672089,12.43065808,113.6879875,237.6089984,920.9265204,415.1183889,0,NA,114.9508307,107.0898181,376.4464952,670.2286428,99.11795413,98.39534055,548.7062291,129.3027486,116.7813077,669.6006068,551.7096476,300.7415548,64.53006011,NA,1961.766553,4.347725133,0.818805964
Pelican,14.5,NA,NA,NA,NA,9.097839927,-20.47204693,61.39169341,805.7198117,0.549612295,0.005496123,7.213248091,0.072132481,15.31162271,95.92898922,431.1994191,1834.296975,546.168672,0,NA,0,184.5582885,369.4905603,618.5098613,86.00322695,88.63686177,605.9683401,91.79386599,98.89703508,715.9103805,592.0697327,374.6286265,62.39988784,NA,1955.889754,5.876798347,1.106775932
Pelican,15,NA,NA,NA,NA,9.41568289,-21.41545449,51.33996078,596.4868255,0.45114201,0.00451142,5.241536252,0.052415363,13.55476876,123.1374122,221.5649731,771.0486193,431.9778018,0,NA,68.53712264,97.68527102,277.5177106,435.5750545,76.51119554,84.42137833,548.9158756,106.0419306,74.00048913,607.4553657,452.2262219,246.8219933,68.14503968,NA,1947.954763,7.934991526,1.494394929
Pelican,15.5,NA,NA,NA,NA,9.332025944,-21.10424707,56.1954885,604.7021084,0.491219305,0.004912193,5.285857591,0.052858576,12.55413578,0,462.9664149,1978.450756,515.8342069,0,NA,0,122.3444276,219.4561649,363.0476408,68.76177535,117.2296405,341.6449804,84.500844,61.36775674,585.6461491,426.1541816,244.1921412,57.33223777,NA,1937.455056,10.49970718,1.977407173
Pelican,16,NA,NA,NA,NA,9.564898778,-20.58994766,56.45421584,523.9062682,0.490906225,0.004909062,4.55570668,0.045557067,10.82689699,0,272.8405135,1031.494961,482.0324973,0,NA,54.2397322,70.75215997,168.5673481,283.6213425,48.9733677,67.50752842,359.1926722,76.91949946,50.9775022,581.9213139,407.2297565,212.309882,86.01733896,NA,1924.403853,13.05120296,2.457929722
Pelican,16.5,NA,NA,NA,NA,9.621133214,-22.21068181,72.43326297,859.0824752,0.596649613,0.005966496,7.076461904,0.070764619,13.83705285,65.89112893,0,78.00262812,184.8481825,0,NA,36.6643863,43.56852262,121.8201825,242.4008882,37.97966879,66.33044576,252.664539,72.89824666,44.41355398,576.7165957,347.1346994,166.4912806,40.82926184,NA,1909.334116,15.06973654,2.838079636
Pelican,17,NA,NA,NA,NA,10.00661414,-21.71556859,68.98844312,848.0065134,0.608363696,0.006083637,7.478011582,0.074780116,14.34067632,79.68723299,55.60702131,188.4936176,196.1127306,0,NA,0,62.02010726,88.9033641,199.5768955,33.01240369,82.10130796,298.5902737,63.91055755,31.14194388,686.9257091,339.6383585,174.5359167,27.85405342,NA,1892.801406,16.53271042,3.113601133
Pelican,17.5,NA,NA,NA,NA,10.0137196,-22.02880454,69.89223273,885.3420402,0.58292104,0.00582921,7.384003671,0.073840037,14.77845258,0,45.55177192,129.1401901,208.3480483,0,NA,0,59.93257868,71.14565357,179.3288408,32.95460459,72.11417744,196.8360346,70.22878418,9.510014943,674.4561846,310.4805112,151.996412,35.355863,NA,NA,NA,NA
Pelican,18,NA,NA,NA,NA,9.624894868,-20.59732434,58.24540509,585.3741884,0.458264399,0.004582644,4.605619106,0.046056191,11.72515758,0,157.2145831,692.1803154,210.9295178,0,NA,0,45.71221229,34.75858402,118.1803072,21.28004167,54.38730404,157.458766,45.72467001,8.770846829,543.1819935,248.8400523,122.5771928,0,NA,NA,NA,NA
Pelican,18.5,NA,NA,NA,NA,10.09568538,-20.91506083,45.71059246,604.2986793,0.422854694,0.004228547,5.590182048,0.05590182,15.42345194,0,144.7573658,671.374889,173.0572493,0,NA,0,19.69813617,21.21624155,88.72848209,14.60438917,50.05482175,105.7328165,32.37789407,6.211371483,543.8942706,227.9152496,109.553765,0,NA,NA,NA,NA
Pelican,19,NA,NA,NA,NA,9.754635645,-19.1127298,36.98937394,345.8106711,0.325897568,0.003258976,3.046790054,0.030467901,10.90707249,0,70.46781305,283.3275313,131.8547874,0,NA,0,24.95927631,14.09793494,47.80161055,11.17710706,26.1059736,89.12539788,25.55217593,2.178801822,372.4056248,150.9482831,66.7652159,0,NA,NA,NA,NA
Pelican,19.5,NA,NA,NA,NA,9.825573123,-18.18818583,35.7045176,418.2812024,0.274861567,0.002748616,3.220024652,0.032200247,13.6675908,0,48.89569139,150.6422288,108.3340754,0,NA,0,25.10983893,22.18489131,40.66219007,8.950730931,21.90360133,51.5897995,19.02277334,1.621752848,240.5503657,99.96557223,36.0452737,0,NA,NA,NA,NA
Pelican,20,NA,NA,NA,NA,9.760824608,-17.50478897,29.37916104,467.2428214,0.237849426,0.002378494,3.782730096,0.037827301,18.55453341,0,35.74557239,117.3292938,86.20740385,0,NA,0,20.16902346,16.45745453,34.95032636,7.439196221,30.38281062,56.47924409,16.11079108,1.373283173,200.1828101,65.4527471,27.92814855,0,NA,NA,NA,NA
Pelican,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.248800866,2014.165054,-210.0605141,0.4
Pelican,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.892463066,2009.886024,4.279030044,0.2207957
Pelican,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.816666265,2005.166631,4.719393149,0.243518204
Pelican,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.863394938,1999.547593,5.619037926,0.289939401
Pelican,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.836697212,1992.018034,7.529558885,0.388521278
Pelican,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.763962745,1982.668588,9.349446202,0.482426506
Pelican,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.796866627,1972.334813,10.33377532,0.533217371
Pelican,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.88940662,1955.889754,16.44505864,0.848556376
Pelican,17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.06673313,1909.334116,46.55563821,2.402246443
Pelican,19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.104590307,1839.744672,69.58944429,3.590778721
Pelican,0.25,NA,339.92073,67.98414601,0.166666667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2015.899458,-176.1547861,0.4
Pelican,1.75,NA,522.679155,33.50507404,0.060240964,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2012.545304,3.354153955,0.281049115
Pelican,2.75,NA,372.6805762,79.86012348,0.176470588,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2010.427726,2.117577554,0.177434699
Pelican,3.75,NA,398.6339326,79.72678652,0.166666667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2008.200049,2.227677254,0.186660102
Pelican,4.75,NA,485.3738018,265.5818916,0.353658537,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2005.797158,2.402891153,0.201341513
Pelican,5.75,NA,673.0221761,147.223601,0.179487179,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2003.197869,2.599289423,0.217797991
Pelican,6.75,NA,691.9199361,177.9222693,0.204545455,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2000.327518,2.870350113,0.240510534
Pelican,7.75,NA,362.4567744,98.16537641,0.213114754,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1997.011972,3.315546116,0.277814111
Pelican,8.75,NA,1267.177628,229.2988089,0.153225806,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1993.089611,3.922360872,0.328659944
Pelican,9.75,NA,778.4177321,259.4725774,0.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1988.639593,4.450018471,0.372873091
Pelican,11.75,NA,2823.904637,636.3728759,0.183908046,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1978.948493,9.691100273,0.812030452
Pelican,12.75,NA,2982.744037,259.3690467,0.08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1973.711109,5.23738326,0.438847456
Pelican,13.75,NA,3117.298222,181.5901877,0.055045872,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1967.880088,5.831021601,0.488589218
Pelican,14.75,NA,2699.309341,152.7910948,0.053571429,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1959.052358,8.827730257,0.739687506
Pelican,16.75,NA,1369.113289,46.88744139,0.033112583,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1917.086579,41.96577905,3.516369615
